20201118,相城,玉山,独栋·昆寓,万和苑店,65平米,1798
20201118,相城,玉山,整租·娄汀苑,1室2厅,67平米,1971
20201118,相城,玉山,独栋·昆寓,万和苑店,85平米,2358
20201118,相城,玉山,独栋·昆寓,万和苑店,65平米,1798
20201118,相城,玉山,独栋·昆寓,娄汀苑,67平米,1950
20201118,相城,玉山,独栋·昆寓,娄汀苑,67平米,1950
20201118,相城,玉山,合租·时代文化家园,5居室,20平米,800
20201118,相城,玉山,整租·云庭花园,1室1厅,50平米,1850
20201118,相城,玉山,整租·云庭花园,1室1厅,58平米,1950
20201118,相城,玉山,整租·云庭花园,1室1厅,50平米,1900
20201118,相城,玉山,整租·云庭花园,1室1厅,56平米,2000
20201118,相城,玉山,整租·云庭花园,1室1厅,50平米,1800
20201118,相城,玉山,独栋·爱租,象屿两岸贸易中心,35平米,1500
20201118,相城,玉山,独栋·爱租,象屿两岸贸易中心,45-47平米,1900-2000
20201118,相城,玉山,合租·丁香花园,4居室,20平米,900
20201118,相城,玉山,合租·水秀江南花园,4居室,20平米,850
20201118,相城,玉山,合租·三水萧林,3居室,20平米,900
20201118,相城,玉山,整租·云庭花园,1室0厅,62平米,1850
20201118,相城,玉山,合租·恒源紫芸,4居室,35平米,1000
20201118,相城,玉山,合租·昆山柏盛园,5居室,20平米,750
20201118,相城,玉山,整租·云庭花园,1室0厅,56平米,1750
20201118,相城,玉山,独栋·昆寓,万和苑店,85平米,2307
20201118,相城,玉山,独栋·世联红璞公寓,昆山高铁站店,8间在租,1470-1610
20201118,相城,玉山,独栋·世联红璞公寓,昆山高铁站店,11间在租,1513-1855
