20201118,工业园区,跨塘,整租·泾园二村北区,3室2厅,98平米,3500
20201118,工业园区,跨塘,独栋·A+公寓,葑亭大道一店,50平米,2800
20201118,工业园区,跨塘,整租·置地新唯花园,3室2厅,128平米,4050
20201118,工业园区,跨塘,独栋·A+公寓,葑亭大道一店,48平米,2400
20201118,工业园区,跨塘,整租·置地新唯花园,3室2厅,128平米,4400
20201118,工业园区,跨塘,独栋·泊寓,葑亭大道店,60间在租,2205-2600
20201118,工业园区,跨塘,整租·晶汇大厦,1室1厅,98平米,3800
20201118,工业园区,跨塘,整租·昂内天骄花园,3室2厅,139平米,3600
20201118,工业园区,跨塘,整租·泾园新村,1室1厅,50平米,2200
20201118,工业园区,跨塘,整租·昂内天骄花园,2室2厅,100平米,3000
20201118,工业园区,跨塘,整租·昂内天骄花园,3室1厅,9980平米,2800
20201118,工业园区,跨塘,独栋·A+公寓,葑亭大道一店,48平米,2300
20201118,工业园区,跨塘,整租·临芳苑四区,1室1厅,51平米,2100
20201118,工业园区,跨塘,独栋·A+公寓,葑亭大道一店,48平米,2800
20201118,工业园区,跨塘,整租·临芳苑二区,3室2厅,138平米,3000
20201118,工业园区,跨塘,整租·昂内天骄花园,2室2厅,109平米,3000
20201118,工业园区,跨塘,整租·泾园新村南区,3室1厅,91平米,3000
20201118,工业园区,跨塘,整租·泾园新村,2室1厅,72平米,2700
20201118,工业园区,跨塘,整租·泾园新村,2室1厅,72平米,2300
20201118,工业园区,跨塘,整租·金锦苑,1室1厅,28平米,1300
20201118,工业园区,跨塘,整租·晶汇大厦,4室1厅,110平米,3800
20201118,工业园区,跨塘,独栋·A+公寓,葑亭大道一店,48平米,2200
20201118,工业园区,跨塘,整租·昂内天骄花园,2室2厅,90平米,3000
20201118,工业园区,跨塘,合租·临芳苑四区,3居室,16平米,1000
20201118,工业园区,跨塘,整租·临芳苑二区,1室1厅,50平米,2300
20201118,工业园区,跨塘,合租·泾园二村北区,5居室,24平米,1000
20201118,工业园区,跨塘,整租·置地新唯花园,2室2厅,90平米,3000
20201118,工业园区,跨塘,独栋·泊寓,葑亭大道店,31间在租,2295-2700
20201118,工业园区,跨塘,独栋·泊寓,葑亭大道店,7间在租,2635-3000
20201118,工业园区,跨塘,合租·高浜二村,4居室,16平米,900
20201118,工业园区,跨塘,整租·金锦苑,3室2厅,95平米,3100
20201118,工业园区,跨塘,合租·高浜三村,3居室,21平米,1200
20201118,工业园区,跨塘,整租·临芳苑四区,2室1厅,80平米,2300
20201118,工业园区,跨塘,合租·昂内天骄花园,3居室,20平米,1200
20201118,工业园区,跨塘,整租·启园新村,3室2厅,96平米,3000
20201118,工业园区,跨塘,整租·昂内天骄花园,2室2厅,109平米,3000
20201118,工业园区,跨塘,整租·昂内天骄花园,2室2厅,102平米,2900
20201118,工业园区,跨塘,整租·置地新唯花园,3室2厅,128平米,1000
20201118,工业园区,跨塘,整租·创苑,3室2厅,156平米,3200
20201118,工业园区,跨塘,整租·泾园新村,2室1厅,72平米,1700
20201118,工业园区,跨塘,整租·泾园新村南区,3室2厅,94平米,3100
20201118,工业园区,跨塘,整租·高浜二村,2室2厅,96平米,2900
20201118,工业园区,跨塘,整租·张泾新村一区,1室1厅,45平米,2300
20201118,工业园区,跨塘,整租·临芳苑一区,2室1厅,96平米,2250
20201118,工业园区,跨塘,整租·金锦苑,3室1厅,89平米,3300
20201118,工业园区,跨塘,整租·双友新和城,2室2厅,110平米,3800
20201118,工业园区,跨塘,整租·启园新村,3室3厅,152平米,3600
20201118,工业园区,跨塘,整租·金锦苑,2室2厅,90平米,3300
20201118,工业园区,跨塘,整租·昂内天骄花园,3室2厅,136平米,3200
20201118,工业园区,跨塘,整租·金锦苑,3室2厅,88平米,3300
20201118,工业园区,跨塘,整租·金锦苑,2室2厅,90平米,3300
20201118,工业园区,跨塘,整租·金锦苑,2室1厅,89平米,3500
20201118,工业园区,跨塘,整租·古娄一村二区,2室1厅,95平米,2300
20201118,工业园区,跨塘,整租·张泾新村三区,3室2厅,120平米,4000
20201118,工业园区,跨塘,整租·昂内天骄花园,2室2厅,109平米,2700
20201118,工业园区,跨塘,整租·置地新唯花园,2室2厅,84平米,2900
20201118,工业园区,跨塘,整租·昂内天骄花园,3室2厅,124平米,3000
20201118,工业园区,跨塘,整租·泾园二村南区,2室1厅,94平米,2400
20201118,工业园区,跨塘,整租·昂内天骄花园,3室2厅,128平米,3200
20201118,工业园区,跨塘,整租·泾园新村,3室1厅,65平米,1000
20201118,工业园区,跨塘,整租·张泾新村三区,4室2厅,147平米,4500
20201118,工业园区,跨塘,整租·临芳苑三区,2室1厅,74平米,2700
20201118,工业园区,跨塘,整租·高浜二村,2室2厅,95平米,3000
