20201118,工业园区,双湖,独墅湖湖景 高楼层 东边户大三房 换房诚意出售新上,730万,高楼层(共17层)                                                3室1厅 | 178平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_eOJrZekx6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒双湖湾 4室2厅 南 北,1130万,低楼层(共18层)                                                4室2厅 | 170.23平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_B1UgPIOSe_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,水云居西区在售湖景大五房湖景效果很棒，欢迎实地品鉴,966万,中楼层(共16层)                                                5室2厅 | 171.97平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_HzQN2EbSi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,九龙仓国宾一号 3室2厅 南 北,948万,中楼层(共8层)                                                3室2厅 | 129.29平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/pc1_dvGwii3eI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦西区少有的三房户型，楼层幢位置好楼层好看房随时必看好房,596万,中楼层(共18层)                                                3室2厅 | 133.21平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_VWvaRsaNf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒双湖湾大平层，户型通透，保养新湖景房,1400万,高楼层(共18层)                                                3室2厅 | 193平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_1hTdd8fbW_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒双湖湾 3室1厅 南,940万,高楼层(共26层)                                                3室1厅 | 142平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/c27ce196-09c6-4ca0-8f84-c96de6c08ed3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦花园东区 3室2厅 南,750万,高楼层(共20层)                                                3室2厅 | 148.03平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-95411b18-fab3-495b-bc6d-49ed5b583cc7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,金鸡湖学Q房，有车位，有钥匙，随时可以看房,580万,中楼层(共10层)                                                3室2厅 | 119平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-02a4ba20-0671-4828-a5ff-c91520878058.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,此房满五只交契税，4开间朝南，3加一户型，湖景房,799万,高楼层(共20层)                                                4室2厅 | 139.37平米                                  | 东南 南,https://ke-image.ljcdn.com/320500-inspection/prod-bcb50ffb-8fbc-4cb2-8c70-e3577ec53b84.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦西区亲绿楼层，大三房，精装自住，诚意出售,568万,低楼层(共26层)                                                3室2厅 | 128平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_V5eRip7Mn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦花园，180度全湖景房，三房,770万,高楼层(共23层)                                                3室2厅 | 137.82平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_5bNGLIAHN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,南北通透 精装两房 不靠马路 诚心出售,499万,中楼层(共27层)                                                2室2厅 | 110.8平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_o9VED2cj0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,经典户型，看房方便，买到就是赚！,800万,低楼层(共18层)                                                4室2厅 | 185平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_VbVDG4WMF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,3号线地铁口中海御湖熙岸好房急售,870万,低楼层(共24层)                                                3室2厅 | 138.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ebNrFnCOb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒品质精装两开间朝南，保养新。,550万,低楼层(共22层)                                                2室2厅 | 87平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_MeLbU5CF9_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,高尔夫花园 143平586万 可上金鸡湖 看房联系维护人,586万,中楼层(共24层)                                                3室2厅 | 143.13平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_HhWqcwlgC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,海和院新大平层，沿水系，采光请自带墨镜，楼间距很宽,1865万,中楼层(共6层)                                                4室2厅 | 217.01平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_jcmnK5eNL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒品质 仁恒物业 金鸡湖学Q 总价超低  有车位,890万,低楼层(共15层)                                                3室2厅 | 139.94平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_KQ7XDNtWr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,和乔丽晶 3室2厅 南,650万,中楼层(共8层)                                                3室2厅 | 146.45平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_PtQhscHOX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,高尔夫花园    双湖景两房 楼层位置好  满五年,498万,高楼层(共18层)                                                2室2厅 | 90平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_H2F6q7hfw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,高楼层，双湖景，2房做成小3房，实用价值高,550万,高楼层(共29层)                                                3室1厅 | 108平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Bpbnydh12_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,水云居西区 2室2厅 南,650万,中楼层(共20层)                                                2室2厅 | 102平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_WiYSzxJXs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,精装修南北通透大三房 花园洋房 有地下车位 拎包入住,750万,中楼层(共8层)                                                3室2厅 | 136.16平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_GtREAvgAG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,湖景房 视野开阔 无遮挡 满二 诚心出售 保养好,620万,高楼层(共15层)                                                2室1厅 | 84.51平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_U1n22mnPp_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒品质 业主自己装修 全屋空调 采光好 诚心出售,500万,高楼层(共9层)                                                3室2厅 | 109平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_GKzR37nI0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,本房满五唯一，小区中间位置，楼间距长，不靠路,949万,中楼层(共7层)                                                4室2厅 | 155.32平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_gkL9Pf1Zz.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,双湖板块，高尔夫花园，小区前排小高层，无遮挡必看好房,585万,中楼层(共10层)                                                3室2厅 | 127.84平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_0ZkEmHQ0z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,精装两房 两房朝南 全天采光 独墅湖湖景房 看房方便,470万,高楼层(共23层)                                                2室2厅 | 105.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ddIqlke79_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,精装3房 满五年 免增值税 边户 南北通厅 房东诚意出售,620万,中楼层(共11层)                                                3室2厅 | 124平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_92Z7GUhi8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,50万精装，格局方正，无遮挡阳光充足，诚心卖价可谈,700万,低楼层(共15层)                                                3室2厅 | 168平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_DQXsbnjHs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,荣域花园，精装修一房，客厅卧室朝南。视野好。,438万,中楼层(共24层)                                                1室1厅 | 63平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_MgCTevF9u_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,不靠星湖街 高楼层湖景一房  视野好 带车位 品质家具,405万,中楼层(共30层)                                                1室1厅 | 63.45平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_shRCnJ3kY.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,名湖花园三房两卫 中间位置不沿街安静舒适,690万,低楼层(共11层)                                                3室2厅 | 138平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/test-2158c0dd-6dfe-44cb-bc65-8d0312fd807a.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,金鸡湖 独墅湖双湖景房  红蚂蚁精装修,670万,高楼层(共21层)                                                3室2厅 | 142.17平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_qyFaaRoC6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,红蚂蚁 精装 湖景 大三房 随时看房 诚心出售,730万,中楼层(共17层)                                                3室2厅 | 175平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_59PIA8c9W_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,小区中间位置，两房朝南，阳光无遮挡，全屋地暖,428万,低楼层(共26层)                                                2室1厅 | 73.4平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Mgz0Te1AM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,罕见五房，百万精装，全屋地暖空调，保养全新，诚心卖,820万,低楼层(共15层)                                                4室2厅 | 169.21平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_gRjilK7mR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,两房朝南 中间楼层 采光充足 不靠马路 安静,505万,中楼层(共29层)                                                2室1厅 | 86.87平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_lZ10h6au6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,全新毛坯次顶楼，双湖景，4开间朝南，通透户型,780万,高楼层(共20层)                                                4室2厅 | 172平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_XIzo9wvxv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,精装通透3房 楼层佳 全天采光 小区中间位置 安静,700万,中楼层(共11层)                                                3室1厅 | 128.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_QDCVxiskT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,业主诚意出售 舒适大三房 看房随时舒适 大金中 央空调,649万,低楼层(共27层)                                                3室2厅 | 162.5平米                                  | 北 东,https://ke-image.ljcdn.com/110000-inspection/pc1_OIyrHtXUO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,无户口，精装未入住，家具家电齐全。,1020万,低楼层(共11层)                                                4室1厅 | 174平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_EDco4VH6w_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,两房朝南，客厅朝南，视野开阔，可看湖，诚意度高,438万,中楼层(共24层)                                                2室2厅 | 78平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/5f33452d-24be-4fa2-8e8d-e2aaecc27dce_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,荣域新上  纯毛坯  高楼层看湖景    前排无遮挡,675万,中楼层(共24层)                                                3室2厅 | 138.31平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ox8wcGXzb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦花园西区 精装修三房  诚心出售 看房方便,630万,低楼层(共18层)                                                3室1厅 | 133平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_u2RSxS4X3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,小高层中间位置中间楼层，通透户型,630万,中楼层(共11层)                                                3室2厅 | 124.54平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Gs9Sf3MKD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦花园地铁精装房，通透。急售。,538万,中楼层(共20层)                                                2室2厅 | 121平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/2bb9ec0d-8c37-4737-9743-19a25b9ba46e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,正气四房，业主诚心出售，看房方便,828万,低楼层(共24层)                                                4室2厅 | 138.55平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_aNE14tt6d_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,双湖湾三房，保养新，楼层佳全天候采光！,950万,中楼层(共15层)                                                3室2厅 | 137.54平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_FUbhwIVq9_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦花园精装两房，总价低，诚意出售！,440万,低楼层(共26层)                                                2室2厅 | 88.88平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_mLLaiwOgu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦花园东180度全湖景精装三房 满五唯一 诚心出售,705万,高楼层(共14层)                                                3室2厅 | 138平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_VO99dFNWK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,此房满五唯一，配套齐全，房东诚心出售，下手要快，,536万,高楼层(共24层)                                                3室2厅 | 129.14平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_3YG4bnFbe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,70年产权性质，可一边办公一边居住，水电民用价、满五,390万,中楼层(共15层)                                                1室1厅 | 107平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/pc1_Wir1TVQBk_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,业主诚意出售 精装房 保养好  交通便利,760万,低楼层(共24层)                                                3室2厅 | 138平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/3929731b-3822-4d92-9318-c4d899a617ab_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦花园西区 2室2厅 南,533万,高楼层(共20层)                                                2室2厅 | 120.19平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_V8QXu7oZl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,双湖地段，优质产品，带电梯品质洋房,1150万,中楼层(共7层)                                                4室2厅 | 140.77平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_TYphMl0zd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,房东诚意出售，中间楼层，产证满五唯一，税费少,830万,中楼层(共24层)                                                3室2厅 | 138.55平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ta7nyTQCo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,城邦西区精装大两房 楼层高 全天采光 业主诚意,510万,高楼层(共26层)                                                2室2厅 | 117.23平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_1G73YayAH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒双湖湾 4房 保养好 中间位置 中高楼层  有车位,1270万,中楼层(共18层)                                                4室2厅 | 173平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_V8wYlNoR5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,双湖板块 九龙仓国宾一号 毛坯 业主诚心出售,955万,低楼层(共8层)                                                4室2厅 | 141.87平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_peTZJiR7x_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒新上两房南带双阳台户型！小区只有两套,1020万,低楼层(共15层)                                                3室2厅 | 149.8平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_kyRtSS07b_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,荣域花园 、两房朝南、中间楼层，视野开阔。,450万,中楼层(共24层)                                                2室2厅 | 79.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/0da5f31c-5d97-4187-b520-db0ce6a5bca5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,业主换房，自住保养好 诚意售  看房提前约,385万,低楼层(共23层)                                                2室2厅 | 77平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_MF5U8VjFU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,此房诚意出售，有合适客户多多带看,670万,高楼层(共24层)                                                3室2厅 | 143平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_RkbgnA0Ve_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,高尔夫花园大三房 户型好 新装修 拎包入住,573万,低楼层(共23层)                                                4室2厅 | 135.06平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_Csq2pDsuo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,高尔夫花园  有学QU 满五唯一 小区中间位置有湖景,430万,高楼层(共21层)                                                2室2厅 | 93.81平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_FXR1vQmPL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,仁恒双湖湾 满五唯一 价格可谈 装修好,967万,低楼层(共15层)                                                3室2厅 | 137.7平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_ZaTQPo1Jw_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,金鸡湖全湖景房 毛坯洋房次顶楼 视野开阔业主诚心出售,1820万,高楼层(共8层)                                                4室1厅 | 189.13平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/pc1_XLZRkLp9o_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,70年产权，精装满二，可看湖景，诚心出售,480万,中楼层(共15层)                                                2室1厅 | 108平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/27020934-bfd5-459a-a00b-e9acae4bb88a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,双湖,急售大三房，小高层，中间位置，随时看,625万,低楼层(共11层)                                                3室2厅 | 146.65平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_pMhqso2Pn_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
