20201118,工业园区,湖东,中海国际社区（七区）,44590元/m2,109套在售二手房
20201118,工业园区,湖东,路劲主场一期,36806元/m2,103套在售二手房
20201118,工业园区,湖东,中海8号公馆,50457元/m2,116套在售二手房
20201118,工业园区,湖东,中海国际社区（三区）,48301元/m2,125套在售二手房
20201118,工业园区,湖东,路劲凤凰城,33596元/m2,217套在售二手房
20201118,工业园区,湖东,苏州唐宁府,55971元/m2,59套在售二手房
20201118,工业园区,湖东,水墨三十度,42904元/m2,119套在售二手房
20201118,工业园区,湖东,中海国际社区（六区）,46788元/m2,69套在售二手房
20201118,工业园区,湖东,星公元名邸,61558元/m2,53套在售二手房
20201118,工业园区,湖东,天地源七里香都,48979元/m2,104套在售二手房
20201118,工业园区,湖东,中海国际社区（一区）,45593元/m2,103套在售二手房
20201118,工业园区,湖东,澜调国际,42569元/m2,124套在售二手房
20201118,工业园区,湖东,中海国际社区（四区）,44444元/m2,83套在售二手房
20201118,工业园区,湖东,路劲澜山澜,50505元/m2,57套在售二手房
20201118,工业园区,湖东,中海国际社区（五区）,54158元/m2,32套在售二手房
20201118,工业园区,湖东,中海国际社区（二区）,45707元/m2,44套在售二手房
20201118,工业园区,湖东,路劲主场二三期,38903元/m2,126套在售二手房
20201118,工业园区,湖东,路劲主场四五期,39455元/m2,104套在售二手房
20201118,工业园区,湖东,青年公社小区,26946元/m2,39套在售二手房
20201118,工业园区,湖东,中海上东区,62098元/m2,13套在售二手房
20201118,工业园区,湖东,路劲尚澜湾,56628元/m2,9套在售二手房
20201118,工业园区,湖东,路劲主场双层纪,27722元/m2,11套在售二手房
20201118,工业园区,湖东,建屋芳洲,39957元/m2,25套在售二手房
20201118,工业园区,湖东,中新汇金大厦,暂无,0套在售二手房
