20201118,工业园区,跨塘,金锦苑,31743元/m2,83套在售二手房
20201118,工业园区,跨塘,置地新唯花园,28850元/m2,60套在售二手房
20201118,工业园区,跨塘,星海云顶花园,28201元/m2,56套在售二手房
20201118,工业园区,跨塘,昂内天骄花园,26154元/m2,35套在售二手房
20201118,工业园区,跨塘,临芳苑四区,22099元/m2,35套在售二手房
20201118,工业园区,跨塘,双友新和城,35771元/m2,31套在售二手房
20201118,工业园区,跨塘,临芳苑二区,25476元/m2,10套在售二手房
20201118,工业园区,跨塘,张泾新村一区,23754元/m2,26套在售二手房
20201118,工业园区,跨塘,张泾新村二区,23480元/m2,50套在售二手房
20201118,工业园区,跨塘,锦泽苑【园区】,28048元/m2,14套在售二手房
20201118,工业园区,跨塘,临芳苑三区,24700元/m2,9套在售二手房
20201118,工业园区,跨塘,临芳苑一区,25503元/m2,5套在售二手房
20201118,工业园区,跨塘,新娄花园,21667元/m2,8套在售二手房
20201118,工业园区,跨塘,高浜一村,22977元/m2,19套在售二手房
20201118,工业园区,跨塘,张泾新村三区,24271元/m2,13套在售二手房
20201118,工业园区,跨塘,高浜二村,22928元/m2,10套在售二手房
20201118,工业园区,跨塘,泾园二村北区,23885元/m2,16套在售二手房
20201118,工业园区,跨塘,泾园新村南区,24368元/m2,8套在售二手房
20201118,工业园区,跨塘,古娄二村一区,23000元/m2,11套在售二手房
20201118,工业园区,跨塘,东园映象,22132元/m2,13套在售二手房
20201118,工业园区,跨塘,泾园新村,24647元/m2,10套在售二手房
20201118,工业园区,跨塘,启园新村,21847元/m2,19套在售二手房
20201118,工业园区,跨塘,古娄一村一区,22441元/m2,7套在售二手房
20201118,工业园区,跨塘,古娄二村四区,24085元/m2,8套在售二手房
20201118,工业园区,跨塘,泾园二村南区,24015元/m2,9套在售二手房
20201118,工业园区,跨塘,日兴花园,27937元/m2,1套在售二手房
20201118,工业园区,跨塘,古娄二村五区,23095元/m2,4套在售二手房
20201118,工业园区,跨塘,大丰收商业广场,10042元/m2,7套在售二手房
20201118,工业园区,跨塘,怡苑公寓,20962元/m2,13套在售二手房
20201118,工业园区,跨塘,古娄二村三区,22033元/m2,7套在售二手房
20201118,工业园区,跨塘,高浜三村,24775元/m2,4套在售二手房
20201118,工业园区,跨塘,晶汇大厦,10178元/m2,1套在售二手房
20201118,工业园区,跨塘,逸苑别墅,25161元/m2,1套在售二手房
20201118,工业园区,跨塘,古娄二村二区,20948元/m2,1套在售二手房
20201118,工业园区,跨塘,青青家园,暂无,0套在售二手房
20201118,工业园区,跨塘,A+公寓,暂无,0套在售二手房
20201118,工业园区,跨塘,古娄一村三区,22314元/m2,5套在售二手房
20201118,工业园区,跨塘,古娄一村四区,20000元/m2,4套在售二手房
20201118,工业园区,跨塘,古娄一村二区,23684元/m2,1套在售二手房
20201118,工业园区,跨塘,创苑,暂无,0套在售二手房
20201118,工业园区,跨塘,启园新邨,暂无,0套在售二手房
20201118,工业园区,跨塘,锦丰泰盛商业广场,暂无,0套在售二手房
20201118,工业园区,跨塘,星海时代花园,暂无,0套在售二手房
