20201118,吴中,临湖,绿地博墅,16771元/m2,63套在售二手房
20201118,吴中,临湖,托斯卡纳东泰花园,15339元/m2,42套在售二手房
20201118,吴中,临湖,普罗旺斯,17268元/m2,51套在售二手房
20201118,吴中,临湖,中梁天颂,16068元/m2,30套在售二手房
20201118,吴中,临湖,太湖缘,15308元/m2,10套在售二手房
20201118,吴中,临湖,帕堤欧东润花园,16376元/m2,30套在售二手房
20201118,吴中,临湖,太湖临湖湾,19228元/m2,15套在售二手房
20201118,吴中,临湖,金辉正荣花漫四季,17247元/m2,5套在售二手房
20201118,吴中,临湖,庄子,16206元/m2,8套在售二手房
20201118,吴中,临湖,聆湖别苑,17728元/m2,2套在售二手房
20201118,吴中,临湖,金辉悠步临湖,17628元/m2,8套在售二手房
20201118,吴中,临湖,托斯卡纳,13522元/m2,0套在售二手房
20201118,吴中,临湖,南安花园,暂无,0套在售二手房
20201118,吴中,临湖,太湖郡,16847元/m2,4套在售二手房
20201118,吴中,临湖,悠步临湖花园,16290元/m2,3套在售二手房
20201118,吴中,临湖,奥园观湖悦府,暂无,0套在售二手房
20201118,吴中,临湖,太湖悦达广场,13057元/m2,14套在售二手房
20201118,吴中,临湖,未名园,19984元/m2,4套在售二手房
20201118,吴中,临湖,禾盛花苑,14897元/m2,12套在售二手房
20201118,吴中,临湖,家缘小区,15514元/m2,3套在售二手房
20201118,吴中,临湖,新市街散盘,5045元/m2,0套在售二手房
20201118,吴中,临湖,太湖富力都,17722元/m2,5套在售二手房
20201118,吴中,临湖,中安路散盘,6936元/m2,1套在售二手房
20201118,吴中,临湖,临湖花园小区,暂无,0套在售二手房
20201118,吴中,临湖,银藏路散盘,暂无,0套在售二手房
20201118,吴中,临湖,吴中区临湖镇新市街飞前弄26号,14875元/m2,0套在售二手房
20201118,吴中,临湖,浦韵苑,17130元/m2,1套在售二手房
20201118,吴中,临湖,锦湖小区,暂无,0套在售二手房
20201118,吴中,临湖,堰塘小区,暂无,0套在售二手房
